Date,Batch,Sector,Region,AvRating,Tier,Recovery,Spread6M,Spread1Y,Spread2Y,Spread3Y,Spread4Y,Spread5Y,Spread7Y,Spread10Y,Spread15Y,Spread20Y,Spread30Y
44320,EOD_V2,Corporates with Financials,Latin America,AA,SNRFOR,0.25,0.00284303151797975,0.00329581225371485,0.00401944137368145,0.0047579350413658,0.00556855876940285,0.00642544842980591,0.00755566042497359,0.00868436279465615,0.00927397821905042,0.00961663203434907,0.010067368879054
44320,EOD_V2,Corporates,,A,SNRFOR,0.4,0.000869258135638082,0.00105235860918649,0.00162974926918493,0.00232991199447452,0.00312537515893422,0.00396773309573102,0.00527254135280421,0.00634605703289569,0.00690248092720423,0.00719968089657019,0.00748620883144429
44320,EOD_V2,Utilities,Middle East,B,SNRFOR,0.25,0.0250767668389386,0.0294465093301297,0.0350022460363223,0.0390602061910564,0.0434480392851253,0.0479527729930572,0.0531410972255382,0.0550201095620206,0.055949826909568,0.0563588574616145,0.0566815401571756
44320,EOD_V2,Corporates,Latin America,BBB,SNRFOR,0.25,0.00522571472981707,0.00619888424465231,0.00779424633462841,0.00970282251128523,0.0115967722579821,0.0134124186230954,0.0158427995490127,0.0179723031937453,0.0188652426803743,0.0194804834102052,0.0201039692988082
44320,EOD_V2,Basic Materials,Asia ex-Japan,BB,SNRFOR,0.4,0.00461035817274368,0.00517062658272643,0.00806955804733723,0.0108069940954188,0.0136600198070566,0.0164126326666394,0.0204866667446567,0.022968336536207,0.0238454371134891,0.0242127799714349,0.0245713741895319
44320,EOD_V2,Consumer Goods,Europe,AA,SNRFOR,0.4,0.000578394816195102,0.000714034645190463,0.00109424181874071,0.0014990317545512,0.00199398084093452,0.00252699026695016,0.00350623071342837,0.00437538393185246,0.00486303297359019,0.00508486776800927,0.00532817251310262
44320,EOD_V2,Telecommunications Services,Eastern Europe,BBB,SNRFOR,0.25,0.00271880032630162,0.00332578487787846,0.00461526267526935,0.00601578627395358,0.00731873304972828,0.00884789896008435,0.0113033901188154,0.0133071897801495,0.0140660499362294,0.0142576259431144,0.0144861142222501
44320,EOD_V2,Healthcare,Europe,B,SNRFOR,0.4,0.00771178700618407,0.00960025052429742,0.0138177043319298,0.0181716152967912,0.0217172490775284,0.0247919648553822,0.0288230424721627,0.0312351319884198,0.0321169042005297,0.0324746380312781,0.0327455828650613
44320,EOD_V2,Telecommunications Services,Asia ex-Japan,AA,SNRFOR,0.4,0.000608368891595851,0.000687386868642321,0.0011256079702945,0.00156618143324895,0.002072268026717,0.00266721692132346,0.00378374567644947,0.00491430329742542,0.00534316811419335,0.00552214692700082,0.00575876254621898
44320,EOD_V2,Industrials,,A,SNRFOR,0.4,0.000856540945186854,0.00105056682467426,0.00165313393584235,0.00236489639569262,0.00318757121488706,0.00405729258969339,0.00539540967840492,0.00651022201991128,0.00714284577936464,0.00745345637433824,0.00777064177227912
44320,EOD_V2,Financials,Oceania,BBB,SNRFOR,0.4,0.00224804621943547,0.0026896923719592,0.00423064311274949,0.00578443918046808,0.00731577827636474,0.00870521887933957,0.0104001938978537,0.011416195407044,0.0118107458893522,0.0119969401925712,0.012209978971984
44320,EOD_V2,Financials,Asia ex-Japan,AAA,SNRFOR,0.4,0.000395734559078454,0.000410368255570194,0.000679546072285772,0.000967735717304596,0.00128560030758594,0.00167313868441217,0.00237912461065467,0.00296503533393451,0.00337008366741129,0.0035044869494313,0.00370299642754287
44320,EOD_V2,Consumer Goods,North America,A,SNRFOR,0.4,0.00075439370874995,0.000927698966707284,0.00146995466905729,0.00219152158649768,0.00300768660295577,0.0039559783833411,0.00545351120058916,0.00665610385160137,0.00730603574468562,0.00767124169668368,0.00793713779657125
44320,EOD_V2,Corporates with Financials,Eastern Europe,BBB,SNRFOR,0.25,0.00369913215672554,0.00444104915926446,0.00585285721344363,0.0073615304719582,0.00874422734453237,0.0103827959355768,0.0128661359731572,0.0145690079119873,0.015526166395884,0.015649677305789,0.015830731060354
44320,EOD_V2,Government,Middle East,BBB,SNRFOR,0.25,0.00330711274364943,0.00392720995768667,0.00507759331590889,0.00640901913279228,0.00800754674118819,0.00959034393123901,0.0122701800428397,0.0143744741847337,0.0156020061413941,0.0162746658494638,0.0168564195880712
44320,EOD_V2,,North America,AA,SNRFOR,0.4,0.000696034512863481,0.000845952519969175,0.00129131924967867,0.00180637925623063,0.0024112372834128,0.00311818121284933,0.00419424192611638,0.00509624460874064,0.00567083127495398,0.00597470865190814,0.00625123424723565
44320,EOD_V2,Consumer Services,Europe,BBB,SNRFOR,0.4,0.00126029939930337,0.00165126127120631,0.00257836296580108,0.00367312490269954,0.00492030609108464,0.00621384652208634,0.00846056721382603,0.0102365704254126,0.0111743238161184,0.0116670853799397,0.0121369509729979
44320,EOD_V2,Telecommunications Services,Oceania,BBB,SNRFOR,0.4,0.0014493033764792,0.00177846850059047,0.00296645038010873,0.00425885529435474,0.00558083817009457,0.00686606004170033,0.00867109144827594,0.0100822384084712,0.0104482631846659,0.0106492957208408,0.0108453876279275
44320,EOD_V2,Technology,Japan,AA,SNRFOR,0.35,0.000409267640331658,0.000496059646325665,0.000762794460312294,0.0010273278072303,0.00141699013205665,0.00178092295275182,0.00227671338306868,0.00257093970204062,0.00271253296903849,0.00281606373728924,0.00294398382918797
44320,EOD_V2,Corporates,Japan,A,SNRFOR,0.35,0.000593564928946318,0.000692155031488544,0.00111659184103277,0.00156186450477022,0.00217398135420458,0.0027477049619051,0.00348472162060349,0.00395021465631962,0.00416678363847007,0.00428981004407102,0.00445576896515191
44320,EOD_V2,Healthcare,,B,SNRFOR,0.4,0.00866055620139428,0.0106810700878346,0.0152903624013908,0.0203437640339945,0.0243669160419177,0.0282928551315149,0.0325470103601955,0.0348938968301759,0.0359191164992876,0.0364508037927574,0.0366910503503511
44320,EOD_V2,Basic Materials,Oceania,AA,SNRFOR,0.4,0.000732639217987375,0.000871141040572982,0.00141322468998077,0.00195983696849497,0.00260829648657376,0.00324125636082681,0.00411662668768703,0.004779124125554,0.00509056160099203,0.00525737203362368,0.00540782208746479
44320,EOD_V2,Consumer Services,,B,SNRFOR,0.4,0.00870786041351981,0.0115446918766449,0.0167041789413472,0.021687673512955,0.026140000526474,0.0306934122718932,0.0363880976849417,0.0390305169136965,0.0404567932931325,0.0411441512081591,0.0415574162059777
44320,EOD_V2,Corporates with Financials,Asia ex-Japan,CCC,SNRFOR,0.4,0.0365384982501749,0.0367859128969633,0.0461524128493373,0.0538819886947162,0.0598835321768952,0.0632805859432586,0.0664117235178794,0.0669960814455771,0.0683648050116408,0.068039030057813,0.0677416115726569
44320,EOD_V2,Government,Asia ex-Japan,A,SNRFOR,0.4,0.000762487517135694,0.000850964761357731,0.00134589397027053,0.00192818353608034,0.0026091000363243,0.00333463217360486,0.00471651406767704,0.00603594761118262,0.00661565106345996,0.00688487346394477,0.00721475566633187
44320,EOD_V2,Consumer Services,Oceania,BBB,SNRFOR,0.4,0.00137495224171954,0.0017217362817582,0.00290340905785833,0.00423042824889717,0.00569383548533627,0.00712115603813025,0.00914830591571664,0.010464811645256,0.010981911909044,0.0112496719866662,0.011486842181908
44320,EOD_V2,Technology,,AA,SNRFOR,0.4,0.000566504853680069,0.000706311543018902,0.0010789261446685,0.00152520539453785,0.00205957263249768,0.00264704895190928,0.00361014428990304,0.00437294897387932,0.00477752510697613,0.00502251503160284,0.00523412118715664
44320,EOD_V2,Government,Latin America,BB,SNRFOR,0.25,0.0119796453051943,0.0141516958473544,0.0172619592739192,0.0205726373827535,0.0238688350338328,0.0265042437112834,0.0298003195716125,0.0322860861254035,0.0336164438607294,0.0343063458380874,0.0351885553214226
44320,EOD_V2,,North America,BBB,SNRFOR,0.4,0.00150211421325858,0.00186044012716099,0.00289542655002665,0.00418980669216897,0.0056058851552332,0.00720468968394759,0.00949610998868829,0.0111927453896346,0.0121072368340529,0.0126412572817306,0.0130233271758421
44320,EOD_V2,,Latin America,A,SNRFOR,0.25,0.00310689880727843,0.00364586253474303,0.00452984247671183,0.00570453376445191,0.00688757636609626,0.00802445130866667,0.00963636043663138,0.0112432699585309,0.012033092708559,0.0125230436555209,0.0131132752801193
44320,EOD_V2,Financials,Eastern Europe,CCC,SNRFOR,0.25,0.0900705632889932,0.0959923030448183,0.100687662634653,0.104672764438644,0.10582053533862,0.105379293425483,0.10257382011523,0.0982528328525107,0.0981807769233601,0.0968143219900557,0.0958507298004553
44320,EOD_V2,Technology,Europe,BB,SNRFOR,0.4,0.00398408000487112,0.00518735833826228,0.00736585845771249,0.00974924779810799,0.0121742170161535,0.0142108607917899,0.0173232575270301,0.0189340255561145,0.0197680415166493,0.0202439627441412,0.0207105672470329
44320,EOD_V2,Financials,Asia ex-Japan,A,SNRFOR,0.4,0.00127536435349022,0.00141797584833931,0.00219072017979008,0.00302376477888255,0.0038845617893586,0.00481518450585599,0.00639722053569945,0.0077434746377789,0.00830762697730783,0.0085473319894572,0.00886517363764782
44320,EOD_V2,Corporates,Oceania,AA,SNRFOR,0.4,0.000830172942223524,0.000979216376859611,0.00156451682795285,0.00213045554134958,0.00276298985469552,0.0034000462446424,0.00426739032994821,0.00492012842542786,0.00522128021031605,0.00533330719134167,0.00550361607629174
44320,EOD_V2,Consumer Goods,Middle East,AAA,SNRFOR,0.25,0.000651140483644664,0.000715018581669627,0.00101849084812062,0.00136347216162563,0.00177790659659533,0.00227792510634421,0.00318601310711578,0.0038694846505802,0.00444703476162102,0.00468087979926448,0.00491153224806817
44320,EOD_V2,Consumer Goods,Europe,AAA,SNRFOR,0.4,0.000242557522437909,0.000281846436086079,0.000463050107745075,0.00068151258558454,0.000942785425831309,0.00124897746747405,0.00183794856932889,0.00233613506183276,0.00271930953906809,0.00287155408493533,0.00304933178177321
44320,EOD_V2,Corporates with Financials,Middle East,BB,SNRFOR,0.25,0.0148049898506304,0.0173006504568856,0.0215171592476038,0.0252616610977001,0.0291080908008547,0.0325266072679474,0.0370244686343356,0.0384993467730191,0.0399406286392507,0.0404460838929278,0.0409318944611127
44320,EOD_V2,Government,Latin America,CCC,SNRFOR,0.25,0.0799368115363218,0.0857284917803157,0.0889896644350784,0.0953134900474185,0.100554431399603,0.100661133775059,0.0987875892780795,0.0974507467536247,0.0980671327155074,0.0976774541347642,0.0973907662050057
44320,EOD_V2,Consumer Services,Latin America,AAA,SNRFOR,0.25,0.000771607980043433,0.000886415415714712,0.00124593969446378,0.00168721273515439,0.0021767241055376,0.00274661874802603,0.0036669863760295,0.00446151380261597,0.00509077936064344,0.00538112629577123,0.00574644976751064
44320,EOD_V2,Basic Materials,Oceania,CCC,SNRFOR,0.4,0.033922987710585,0.0366703307506497,0.0482121811796033,0.0573151508027219,0.0647079282310607,0.067220942131979,0.066882920897195,0.0644977054880162,0.064261572948117,0.0635517653704771,0.0627558545908989
44320,EOD_V2,,Eastern Europe,AAA,SNRFOR,0.25,0.000474296382780412,0.0005243187618663,0.000735684945261436,0.000987683891644282,0.00126853182410328,0.00160520802469521,0.00223755078551551,0.00276501652028178,0.00321156340042094,0.00333679204382731,0.00352258829519013
44320,EOD_V2,Industrials,Asia ex-Japan,CCC,SNRFOR,0.4,0.0337722942574134,0.0342078446040481,0.044252229794644,0.0522894032232188,0.0590435633605047,0.0628833126200738,0.0667859741034592,0.0681858049247879,0.0694285055721787,0.069127334335221,0.0688164364744796
44320,EOD_V2,Healthcare,Europe,BB,SNRFOR,0.4,0.00368808193172293,0.00445344576975365,0.0066821468822903,0.00920152421425238,0.0115998077099402,0.013675223487674,0.016612630774219,0.018627503505381,0.0196139737529557,0.0200191779801168,0.0204505340709694
44320,EOD_V2,Utilities,Europe,CCC,SNRFOR,0.4,0.0319034694174435,0.0346168179568999,0.0411810110101309,0.0470699827853705,0.0526288477259946,0.0550695458324498,0.0571703413756738,0.0574402611375468,0.058618320033915,0.0584293753796851,0.0582685358424476
44320,EOD_V2,Telecommunications Services,Europe,CCC,SNRFOR,0.4,0.0259128648203792,0.0298354736399915,0.0376289677098393,0.0445206237443688,0.0498351365502852,0.052583940234372,0.0557641675958,0.0571560057902434,0.0582941611309758,0.0581525411789151,0.0580662036802135
44320,EOD_V2,Financials,Latin America,BBB,SNRFOR,0.25,0.0067706747935454,0.00800802461074047,0.00985901040969544,0.011969193716812,0.0138918181866245,0.015744714394845,0.0179601245761799,0.0198744469795184,0.020785724211522,0.0213610993968376,0.0220348003256586
44320,EOD_V2,Industrials,Japan,A,SNRFOR,0.35,0.000642936591844702,0.000761079220975858,0.00122205957610161,0.00169670374787824,0.00234449871044222,0.0029602422257088,0.0037482118330769,0.00427538606632759,0.00455194603934669,0.00469865328716396,0.0049015979914609
44320,EOD_V2,Telecommunications Services,,AA,SNRFOR,0.4,0.000588248873396443,0.000720192872059427,0.00114589716400545,0.00160193222214318,0.00212231268982153,0.00271656456090746,0.00377700603513399,0.00481685618395234,0.00529745316249509,0.00552935825813029,0.00578549657713746
44320,EOD_V2,Basic Materials,Oceania,BB,SNRFOR,0.4,0.00487995596519894,0.00585781112091526,0.00924877546149384,0.0124417115300296,0.0156326695210181,0.0182035348714824,0.0208956236228668,0.0218770045143523,0.0222258176624879,0.0224109307108595,0.0225473315217723
44320,EOD_V2,Telecommunications Services,Middle East,BB,SNRFOR,0.25,0.0105539907513138,0.0127381155887728,0.0164990104949694,0.0199144648960776,0.023230747437823,0.0264772047019273,0.0311307004198268,0.0339524455709573,0.0352808718490676,0.0358851504512505,0.03641506194953
44320,EOD_V2,Government,Eastern Europe,A,SNRFOR,0.25,0.00151402324803864,0.00180323685486667,0.00240111749431986,0.00313832572859964,0.00391964302759729,0.00476647137768506,0.00623691011390303,0.00749218513102841,0.00819410610447654,0.00841642539383204,0.00870594950109493
44320,EOD_V2,Energy,Oceania,BB,SNRFOR,0.4,0.00682797550861685,0.00792619867649387,0.0119713728730185,0.0156684415353041,0.0189677187662197,0.0215244629146604,0.0244919550419742,0.0254947817414508,0.0258861769143838,0.0258829734987492,0.0260823721072541
44320,EOD_V2,Telecommunications Services,Oceania,A,SNRFOR,0.4,0.000870300938476612,0.00106234083449927,0.00176106155576651,0.00256464232635934,0.00339455800796555,0.00421295679928596,0.00541505922763236,0.00644724074089882,0.00677008124921802,0.00694003462017698,0.0071285977734463
44320,EOD_V2,Technology,,BB,SNRFOR,0.4,0.00413097196451983,0.00525049414863223,0.00757255386038325,0.0102648591199504,0.0129800470813923,0.0155684742491947,0.0188106850172974,0.0203053986413185,0.0211318946267593,0.021672650573489,0.0220522842358149
44320,EOD_V2,Utilities,Asia ex-Japan,BB,SNRFOR,0.4,0.00460469678211507,0.00496000945851896,0.00756146628097924,0.00986878956044048,0.0124109436743657,0.0149731939296867,0.0187650553741678,0.0212398221312265,0.0220571436608657,0.0222913646365944,0.0227638973988635
44320,EOD_V2,Utilities,,CCC,SNRFOR,0.4,0.0374901868656434,0.0397531490301665,0.0466621567509539,0.0531698205787377,0.0589601918681241,0.0619461857026145,0.0634891413223871,0.0634275639364777,0.0644360295614832,0.0642228278700675,0.063997570808056
44320,EOD_V2,Basic Materials,Middle East,AA,SNRFOR,0.25,0.00180275068531754,0.00211946349979323,0.00275998132387694,0.00340329732141594,0.00424754930075543,0.0051531072251537,0.00659769845156819,0.00775625169225623,0.00850280561716345,0.00892972778231157,0.00926814647977257
44320,EOD_V2,Financials,Japan,BB,SNRFOR,0.35,0.00417266555639134,0.00488553417469427,0.00726659449679312,0.00908811246071799,0.0113456191859579,0.013094436061373,0.0145851484368429,0.0146802821193429,0.0148433005934828,0.0149162374492362,0.0152041908272025
44320,EOD_V2,Basic Materials,Japan,BBB,SNRFOR,0.35,0.00103417310334442,0.00122665253242052,0.00195703084496109,0.00269259785137434,0.00370901154883155,0.00464282158911017,0.00576593105091551,0.00637511773554955,0.0066226669003169,0.00683584777319013,0.00703620404825556
44320,EOD_V2,Corporates,Oceania,BB,SNRFOR,0.4,0.00506526100235104,0.00609698061218398,0.00966265791989692,0.0129810337229249,0.0161481957625947,0.0187565268864962,0.0216768951567525,0.0227601646025584,0.0231944652334654,0.023245713037215,0.0234340249668715
44320,EOD_V2,Technology,Europe,AA,SNRFOR,0.4,0.000598138188154275,0.00077151195904535,0.00112445023042719,0.00153277211044786,0.00202466553751529,0.00251951922951648,0.003408838353257,0.00415089564052866,0.00456108109942775,0.00479874449810057,0.00504540900554656
44320,EOD_V2,,Europe,CCC,SNRFOR,0.4,0.0315894372731624,0.0357577179595266,0.0438317005607883,0.0509862541400446,0.0568032862792021,0.0594222386939202,0.0618970349739701,0.0622482617621462,0.0636772683057241,0.0635409741888351,0.0633668219015953
44320,EOD_V2,Energy,Asia ex-Japan,B,SNRFOR,0.4,0.0134884550096469,0.0150835626736467,0.0215790830893162,0.026847863539258,0.0309955746811821,0.0350864389276325,0.0413309118892816,0.0444476125128763,0.0451770493191949,0.0452339323847797,0.0454500338597842
44320,EOD_V2,Consumer Services,Oceania,B,SNRFOR,0.4,0.00850858277476204,0.0109285100821272,0.0170812117598291,0.022448864763843,0.0271387488557242,0.0311551662344578,0.0354864088152288,0.0367056546017393,0.0369083027273204,0.0369435672747375,0.036950538667499
44320,EOD_V2,Financials,Oceania,BB,SNRFOR,0.4,0.00665302352283953,0.00792023716282854,0.0120417143927762,0.0155558189058448,0.0186659861003899,0.021097663926012,0.0234126569046251,0.0239878622852561,0.024271425725711,0.0242850135182788,0.0244571347273891
44320,EOD_V2,,Europe,B,SNRFOR,0.4,0.00899275420013061,0.0117105980900936,0.016546688278598,0.0208298060866566,0.0246049259882083,0.028043441467941,0.0328108315784249,0.0352584903176125,0.0363972095635829,0.0368513090201086,0.0372425948769692
44320,EOD_V2,Consumer Services,Latin America,B,SNRFOR,0.25,0.0256256512692062,0.0324918371572983,0.0397821991860397,0.0464382670128416,0.0515925959700716,0.0564271846353236,0.0614223605104717,0.0638108289293663,0.0646503549767144,0.0651606354767292,0.065596444377131
44320,EOD_V2,Government,Europe,B,SNRFOR,0.4,0.00762360854431986,0.00982788273790236,0.0136100398765973,0.0170763588298327,0.0203800994357453,0.0232291759027555,0.0276548553565389,0.0303139470016672,0.0316315466506555,0.0321868385726859,0.0327261880644069
44320,EOD_V2,Industrials,Oceania,CCC,SNRFOR,0.4,0.0342274472751435,0.0371499534014718,0.0493781902609509,0.0587796693478346,0.0660359890552274,0.0688006641005325,0.0687917176658081,0.066855518552763,0.0670554430718483,0.0662839376332632,0.065599209226182
44320,EOD_V2,Basic Materials,North America,AAA,SNRFOR,0.4,0.000271781119089807,0.00031415063846302,0.000522837503181139,0.000795792223844258,0.00112440058932059,0.00153743247616013,0.00220180251324353,0.00272612858218595,0.00317016166608897,0.003397139094235,0.00358546658557532
44320,EOD_V2,Healthcare,Japan,AA,SNRFOR,0.35,0.000378860774425157,0.000425786520685884,0.000691945553056935,0.000969788441703415,0.00135026647093346,0.00171420549959362,0.00218201109270994,0.00253485922486736,0.00269982786336632,0.00278873282537419,0.00290747221842372
44320,EOD_V2,Corporates with Financials,Europe,AAA,SNRFOR,0.4,0.000318445317349268,0.000372571680552859,0.000596795068575023,0.000861447734760294,0.00116211819588383,0.00151279783998308,0.00216038602625565,0.00271112799416952,0.00317401837795057,0.00338022469986595,0.00362947313117355
44320,EOD_V2,Corporates with Financials,Eastern Europe,B,SNRFOR,0.25,0.0223872805503182,0.0279866072841058,0.0348689796373696,0.0401029832559183,0.0433700761335087,0.0476283068009649,0.0525934598017454,0.0538788783606026,0.0547598074671039,0.0543476885555749,0.0540904774828455
44320,EOD_V2,Healthcare,,AA,SNRFOR,0.4,0.000520987153440135,0.000612452343586268,0.000983128164251566,0.00144989179819069,0.0019780278237807,0.00256767434804989,0.00350705046208314,0.0043848469487647,0.00485630501154886,0.00509448165154155,0.00530443354663631
44320,EOD_V2,Financials,Europe,AA,SNRFOR,0.4,0.000915547635132801,0.00112979972847157,0.00163496184639564,0.00212908279809496,0.00269128378146029,0.00327514732308121,0.00425646652528198,0.00511038698254383,0.00565211798443641,0.00590023755552008,0.00621382441843703
44320,EOD_V2,Government,Oceania,BB,SNRFOR,0.4,0.00397758745509753,0.00475428672144741,0.0074075865559562,0.00994235491659882,0.012570903229404,0.0146523020267194,0.0172542148210769,0.0185732700214274,0.0191658757732852,0.0193676384522907,0.0196818188854517
44320,EOD_V2,Basic Materials,Oceania,A,SNRFOR,0.4,0.000990173063252691,0.00118815607003001,0.00192812653790967,0.00278445876195425,0.00372689515036059,0.00461197087185564,0.00580803639394854,0.00667752074856459,0.00702816478496424,0.00724813105578552,0.00742156921016941
44320,EOD_V2,Basic Materials,Middle East,BBB,SNRFOR,0.25,0.00405737805656586,0.0048389515924218,0.00634259106637591,0.00802843857203719,0.00997429554768031,0.0119402840781896,0.0148763412355352,0.0169071357558848,0.018035569165418,0.01876124053765,0.0192081186275255
44320,EOD_V2,Consumer Goods,Latin America,BB,SNRFOR,0.25,0.0126586842199326,0.0149026614080795,0.0187955985339735,0.0226934440811298,0.0262996773047778,0.0294679463640804,0.0332104198194447,0.0354591629613907,0.0364217125927594,0.036887625079313,0.0374590460951962
44320,EOD_V2,Basic Materials,Latin America,BBB,SNRFOR,0.25,0.00496624866315437,0.00592252692583567,0.00756788992466703,0.00956475444165771,0.0116248194030779,0.0135782022448097,0.0160381917780059,0.0181692024271115,0.01908224177153,0.0197848818467309,0.020383928040463
44320,EOD_V2,,Latin America,CCC,SNRFOR,0.25,0.0940343546132989,0.101094614716498,0.105359254547163,0.112286317456477,0.117141089401964,0.117081614987944,0.114160259690227,0.111860013324154,0.111951255605859,0.111364404860384,0.110989765095571
44320,EOD_V2,Energy,Japan,CCC,SNRFOR,0.35,0.0300558496687016,0.0311607060714481,0.038624715095975,0.0434641045346255,0.0493090808267901,0.0508483871794414,0.0497494147724717,0.0463911358238831,0.0458031410360469,0.0448635979957253,0.0441665311098557
44320,EOD_V2,Corporates,Eastern Europe,B,SNRFOR,0.25,0.0205485515012974,0.0257077154270228,0.032372919895265,0.0376111063794348,0.0410905499135184,0.0454739894015453,0.050742480404166,0.0523416911304501,0.0532926189609469,0.0529237077438152,0.0526788465205335
