5, 249.069, 31.1952, 665.039, 106.477, 376.604, 41.8515, 378.471, 56.8102, 124.438, 23.9729, 950.609, 85.3186
10, 874.896, 90.0323, 3536.13, 252.431, 1499.82, 126.723, 2748.49, 228.546, 488.771, 62.848, 4772.69, 307.278
15, 2427.29, 204.765, 8966.72, 559.464, 3341.19, 242.145, 6673.58, 448.172, 1864.18, 167.84, 11067.4, 592.183
20, 5475.69, 356.596, 14617.7, 832.782, 7522.46, 424.257, 12222.7, 768.041, 4055.22, 294.87, 18386.8, 982.253
25, 9670.01, 532.635, 20609.9, 1207.69, 12761.1, 624.223, 17603.4, 1166.48, 8082.2, 480.545, 24673.2, 1338.89
30, 16632.3, 766.122, 24981.8, 1649.91, 20798.3, 874.925, 21821.2, 1512.66, 13165.3, 671.808, 31857.6, 1766.63
