0, 0, 0.0293793
0, 0, 0.0225839
0, 0, -0.0238527
0, 234539, -0.0536913
0, 47400.8, -0.0130412
0, 0, -0.00270888
0, 0, 0.00875055
0, 0, 0.0018248
88021.9, 0, -0.000448122
0, 102670, -0.0121548
0, 0, -0.00789126
0, 0, 0.0199897
0, 0, -0.0559631
0, 0, 0.0119109
0, 0, -0.00230041
0, 219450, -0.0327825
0, 0, -0.0492505
45511.1, 0, -0.00367187
0, 0, -0.0204764
0, 0, 0.00482486
0, 0, -0.00692792
0, 0, 0.0207628
0, 0, 0.00816675
0, 0, -0.00353001
33238.4, 0, -0.00497725
0, 0, 0.0203135
0, 0, 0.0287305
0, 0, -0.0707686
0, 0, -0.0105994
0, 0, 0.0397332
214199, 0, 0.0166747
0, 0, -0.00500323
0, 0, 0.00362476
140480, 0, 0.0311384
0, 0, 0.0141137
0, 0, 0.0123014
0, 168786, -0.0235882
0, 0, 0.037455
218939, 0, 0.012621
0, 0, 0.00285294
157380, 0, 0.0153817
0, 0, 0.0048903
0, 0, 0.0237522
0, 0, -0.00842759
0, 0, -0.0362043
0, 0, 0.0308175
0, 0, 0.015619
0, 0, -0.0106564
0, 0, 0.00960817
0, 55615.1, -0.00973233
70162.1, 0, -0.00166223
0, 0, 0.0405727
0, 54950.6, -0.0131522
0, 0, 0.0493996
0, 0, -0.027675
0, 385883, -0.0330876
0, 0, 0.0303014
0, 51782, -0.0113484
0, 0, -0.0261273
0, 0, -0.016426
0, 0, -0.00536572
0, 0, -0.0119563
210304, 0, 0.0394437
191620, 0, 0.00986942
0, 0, 0.011553
0, 0, 0.0018441
253725, 0, 0.0401589
26486.9, 0, 0.0162386
0, 0, -0.0315698
0, 0, 0.0257198
125196, 0, 0.00725318
0, 0, -0.0221563
0, 0, 0.0046526
0, 0, 0.0152264
0, 0, -0.000983322
0, 0, 0.0663986
293674, 0, 0.041144
0, 301444, -0.02842
0, 0, 1.73713e-06
0, 0, -0.0209874
1084.01, 0, 0.0107619
0, 0, -0.0403031
0, 0, 0.00899571
0, 0, 0.0125369
0, 0, -0.00670274
0, 0, 0.023659
0, 0, 0.0533503
0, 0, -0.021026
0, 0, -0.0262215
0, 0, 0.0754877
0, 227242, -0.0332718
0, 0, 0.0405047
0, 30226.9, -0.00923344
0, 0, -0.0121563
0, 162514, -0.0194808
0, 0, -0.0676333
0, 0, -0.00819742
0, 50101.3, -0.013167
0, 0, -0.00183451
0, 0, -0.00636249
0, 0, 0.00662346
0, 0, -0.0123503
0, 0, 0.0351714
166807, 0, 0.00810474
116576, 0, 0.00228764
0, 0, 0.00979052
163946, 0, 0.0387024
95897.4, 0, 0.00324611
230109, 0, 0.0146875
7380.71, 0, -0.00494472
0, 0, -0.0288497
0, 0, -0.000239951
0, 0, 0.0105237
0, 103109, -0.01905
0, 0, -0.0235531
0, 0, 0.055449
156211, 0, 0.0117366
0, 63259, -0.0122942
0, 0, 0.00647375
0, 0, -0.0249493
0, 0, -0.0271889
0, 0, -0.0128297
0, 157689, -0.0327133
0, 127170, -0.032103
0, 0, -0.0311189
0, 20651.8, -0.00528357
239026, 0, 0.0252076
0, 0, 0.0174464
236468, 0, 0.0152785
0, 22544.5, -0.0106186
0, 0, 0.0492616
112514, 0, 0.00201186
0, 0, -0.0283899
0, 0, -0.0536848
0, 2747.99, -0.00753884
0, 0, 0.0347698
0, 0, 0.0089362
0, 0, -0.0122512
0, 0, -0.0645327
0, 0, 0.00273011
0, 0, -0.0425959
0, 0, -0.0210702
0, 110316, -0.0172882
0, 0, 0.025143
111284, 0, 0.00926441
0, 0, -0.0164687
0, 0, -0.0125915
0, 0, 0.00735304
0, 0, -0.0099605
0, 443901, -0.0355274
172425, 0, 0.0190068
0, 0, 0.027615
43962.2, 0, -0.00256529
0, 0, -0.00753017
0, 0, -0.000108111
0, 9920.71, -0.0066839
0, 0, 0.0565751
0, 528316, -0.0610198
0, 0, 0.00389032
0, 0, 0.0393161
104660, 0, 0.00171732
103583, 0, 0.00612773
148585, 0, 0.0053394
0, 0, -0.00985888
0, 0, 0.00262107
0, 0, 0.0306382
0, 0, 0.0306549
0, 0, -0.0103295
35553.6, 0, -0.00145142
0, 0, 0.0139156
102977, 0, 0.00152385
0, 0, 0.0646869
0, 0, 0.0103931
0, 0, 0.00390525
135643, 0, 0.0250943
0, 0, 0.0245379
0, 47183.9, -0.0113538
0, 437323, -0.0438806
0, 0, 0.00838184
62900.4, 0, 0.0632961
0, 0, 0.0245289
0, 0, 0.0418757
0, 0, 0.0464745
0, 32019.2, -0.00696153
0, 194800, -0.0331231
0, 0, -0.018442
0, 226503, -0.0317335
0, 38891.7, -0.0352576
0, 0, -0.0386837
0, 0, -0.0546402
0, 0, 0.0122056
0, 0, -0.00977824
0, 0, -0.0193974
28551.8, 0, -0.00569047
0, 0, -0.0642805
0, 0, -0.0130337
0, 0, 0.000286997
0, 0, 0.0217926
0, 325522, -0.0276625
0, 0, 0.0316443
0, 0, 0.0208296
214197, 0, 0.0121935
0, 0, -0.0313285
0, 24798.5, -0.0110121
0, 4825.5, -0.00845176
0, 0, 0.000349794
0, 0, -0.0215969
0, 0, -0.014994
0, 0, -0.0189782
0, 0, 0.0258991
0, 0, -0.00944154
0, 0, 0.000252556
53652.4, 0, -0.00245448
0, 0, 0.0102397
0, 0, 0.00451542
274821, 0, 0.0382031
0, 0, 0.0253408
0, 0, -0.0258201
0, 0, -0.0138873
18114.3, 0, -0.00603498
0, 0, -0.0477465
0, 0, -0.0220285
27264.7, 0, -0.00407098
0, 0, -0.0309839
0, 0, -0.0235364
0, 0, 0.000626596
0, 7023.6, -0.00601305
0, 0, -0.0277162
0, 0, -0.00267797
30635.8, 0, -0.00487391
0, 0, 0.00801755
216146, 0, 0.012722
0, 63600.7, -0.0140915
0, 0, -0.00378101
0, 0, 0.00740986
0, 0, 0.0109479
0, 0, -0.0256025
0, 0, -0.00736401
139278, 0, 0.00490348
0, 0, -0.0221125
50996.3, 0, -0.00238574
0, 0, -0.0172673
0, 0, 0.00439757
0, 0, 0.0115433
0, 53322.2, -0.0113825
0, 0, 0.0156865
0, 0, 0.0172397
0, 0, -0.0189998
0, 0, -0.0222902
0, 0, -0.00149791
0, 237754, -0.0215207
163447, 0, 0.0118421
0, 0, -0.0354828
0, 0, -0.00540483
51196, 0, -0.00398098
86647.7, 0, 0.0120402
0, 99980.7, -0.0134722
0, 0, -0.003977
0, 0, 0.0404934
18371.6, 0, -0.00611293
0, 0, -0.00972266
119591, 0, 0.00270871
0, 0, 0.00426657
197232, 0, 0.0103608
250611, 0, 0.0213728
0, 279607, -0.0277763
0, 0, -0.0100632
0, 0, 0.0190396
0, 45752.7, -0.0151769
0, 0, 0.00230481
0, 0, 0.0133307
84709.6, 0, -0.000294406
0, 0, -0.00717278
0, 0, -0.0506375
147569, 0, 0.00547821
0, 0, -0.034753
0, 0, 0.000413656
0, 0, -0.0740971
54950.8, 0, -0.00180488
0, 125509, -0.0149826
0, 0, -0.00044131
0, 0, 0.0365198
0, 123046, -0.0172613
0, 0, -0.0151015
0, 161965, -0.0187198
0, 0, 0.0110844
0, 0, 0.0193696
0, 0, 0.0129621
0, 0, -0.0155217
0, 0, -0.030908
141997, 0, 0.0466545
0, 0, -0.00763237
0, 0, -0.0756388
0, 0, 0.00881873
35457.9, 0, 0.0366947
0, 0, 0.00574214
0, 0, 0.0269563
0, 30760.8, -0.0108024
0, 0, -0.00355593
200802, 0, 0.0107439
101613, 0, 0.000250269
315955, 0, 0.0303278
0, 0, -0.00513491
0, 0, -0.00576458
100619, 0, 0.000551362
4116.02, 0, 0.0118163
0, 0, 0.00777891
59814.9, 0, -0.0022219
0, 0, 0.0387234
0, 0, 0.00593117
0, 0, -0.0443367
0, 0, 0.0237097
0, 0, -0.0176888
0, 0, 0.0416742
256916, 0, 0.0181651
0, 0, -0.0103083
0, 0, -0.0229188
90085.4, 0, 0.00100122
0, 0, -0.00480116
124999, 0, 0.00301425
0, 0, 0.0357843
0, 0, 0.044068
159297, 0, 0.00929993
0, 0, 0.0230619
27812, 0, 0.0390163
71333.5, 0, -0.0019933
0, 0, 0.0229336
0, 0, -0.0182051
