1, 1, 0.00988505, 0.00521915, 0.00922449
1, 2, 0.0127027, 0.00819053, 0.0121114
1, 3, 0.0137384, 0.0105878, 0.0133994
1, 4, 0.0141724, 0.0130108, 0.0140533
1, 5, 0.014103, 0.0146945, 0.0143879
1, 6, 0.0140384, 0.0172833, 0.0147201
1, 7, 0.0140802, 0.0183008, 0.0147942
1, 8, 0.0143743, 0.0203696, 0.0150755
1, 9, 0.0143149, 0.021759, 0.0151658
2, 1, 0.0103831, 0.00615679, 0.00951364
2, 2, 0.0133978, 0.00922757, 0.0124013
2, 3, 0.0145091, 0.0119101, 0.01369
2, 4, 0.0145804, 0.0136957, 0.0142861
2, 5, 0.0147629, 0.0163171, 0.0147024
2, 6, 0.0149124, 0.0173481, 0.0148358
2, 7, 0.0146177, 0.0194207, 0.0151167
2, 8, 0.0144607, 0.0208147, 0.0152204
3, 1, 0.00993608, 0.00611834, 0.00895324
3, 2, 0.0128378, 0.00940097, 0.0116555
3, 3, 0.0136739, 0.0114286, 0.0128256
3, 4, 0.0137362, 0.0141561, 0.0134517
3, 5, 0.0136721, 0.0152307, 0.0136927
3, 6, 0.0142841, 0.0173405, 0.0139947
3, 7, 0.0143132, 0.0187589, 0.0141201
4, 1, 0.00934301, 0.00620917, 0.0084785
4, 2, 0.0117397, 0.00881001, 0.0110066
4, 3, 0.0125989, 0.0117684, 0.0121585
4, 4, 0.0128461, 0.0129402, 0.0126316
4, 5, 0.0133349, 0.0151039, 0.0130058
4, 6, 0.0129433, 0.0165552, 0.0131735
5, 1, 0.0082892, 0.00547507, 0.00830039
5, 2, 0.0109564, 0.00895476, 0.010802
5, 3, 0.0118053, 0.0103416, 0.0118356
5, 4, 0.0120999, 0.0125905, 0.0124128
5, 5, 0.0122816, 0.0140804, 0.0126752
6, 1, 0.0078094, 0.00611666, 0.00747331
6, 2, 0.00985581, 0.00802737, 0.00965728
6, 3, 0.0110949, 0.0104926, 0.0106685
6, 4, 0.011012, 0.0120805, 0.0111162
7, 1, 0.00713715, 0.00465733, 0.0079148
7, 2, 0.00936491, 0.0075767, 0.0103015
7, 3, 0.00989978, 0.00934244, 0.0113125
8, 1, 0.0066422, 0.0052277, 0.00641419
8, 2, 0.00831062, 0.00748493, 0.00830628
9, 1, 0.0059705, 0.0047052, 0.00703331
