5, 475.427, 56.3787, 716.746, 205.386, 682.395, 71.202, 372.158, 55.17, 307.022, 51.3342, 926.734, 102.164
10, 1957.3, 175.988, 3693.04, 316.271, 2621.42, 208.862, 2843.68, 287.89, 1278.22, 140.034, 4818.32, 342.649
15, 4721.93, 352.573, 9747.26, 682.933, 6696.19, 436.433, 7342.38, 640.804, 3399.05, 287.176, 11437.9, 747.431
20, 9596.86, 597.514, 15413.3, 1023.53, 12103.4, 686.126, 12418.1, 931.536, 6922.3, 486.489, 19099.1, 1176.99
25, 15769.9, 851.088, 22875.5, 1601.55, 20733.6, 1002.47, 17384, 1328.92, 12878.2, 744.866, 26564.4, 1708.21
30, 23856.4, 1142.23, 29429.1, 2113.24, 30567, 1325.31, 23722.1, 1947.12, 20581.8, 1047.81, 36256.6, 2453.08
