65513.9, 0, -0.0257531, 0.0277457
0, 0, -0.00324811, 0.0149294
0, 0, -0.00201306, 0.00144819
164917, 0, 0.0383777, -0.0201818
0, 989.676, -0.0483142, 0.0437397
0, 0, -0.00440814, -0.00178039
0, 0, -0.0540247, 0.0362457
93639.6, 0, 0.029613, -0.0227204
0, 0, 0.0456328, -0.0531749
0, 0, -0.0229189, 0.0117307
0, 0, 0.0041945, -0.0151019
0, 0, 0.0601664, -0.0356789
176903, 0, 0.00239575, 0.0103247
0, 0, 0.0138503, 0.00412153
120859, 0, 0.0039851, 0.00443082
0, 0, -0.0375984, 0.0208017
0, 0, -0.00176747, 0.00245128
0, 0, -0.0578567, 0.00428263
28842.6, 0, -0.0327375, 0.032326
0, 0, -0.0488801, 0.0329541
0, 0, -0.00510316, 0.0320983
0, 0, -0.0812034, 0.105818
0, 0, -0.0261503, 0.0249663
0, 0, -0.0013908, -0.00177046
0, 0, -0.00167671, 0.02366
0, 0, 0.00452438, -0.0242512
0, 0, 0.00350106, -0.0290646
67484.3, 0, 0.0185124, -0.0150694
0, 25430.1, -0.0177749, 0.0149133
0, 0, 0.00565848, -0.0305936
0, 0, -0.0170884, 0.00999308
80575.1, 0, -0.0544712, 0.0577672
0, 0, 0.0240079, 0.0240288
0, 0, 0.00135144, -0.00375807
0, 34979.9, -0.0155555, 0.00492229
0, 99530.4, -0.00451722, -0.00358141
0, 0, -0.00424865, 0.0156435
0, 0, 0.0621335, -0.000680802
0, 33248.1, 0.00815182, -0.0110923
0, 0, -0.0272895, 0.0375673
0, 0, -0.0476343, 0.0222665
0, 0, 0.000498461, -0.00450856
0, 0, -0.00120684, -0.0103875
0, 208891, -0.0404707, 0.0118589
0, 0, -0.0289942, 0.0495429
0, 0, -0.0325482, 0.0161611
0, 70017.1, -0.0401, 0.0307284
0, 0, -0.02209, -0.0272629
0, 12742.5, -0.0112111, 0.00512503
0, 0, 0.0136798, -0.0266721
0, 0, -0.00434491, -0.0104681
0, 0, -0.0830109, 0.122906
93688.1, 0, -0.000525492, 0.00534617
135837, 0, 0.0695038, -0.0575061
0, 0, 0.0283892, -0.0114642
34795.2, 0, 0.0162874, -0.0147379
0, 0, 0.0132971, 0.0377001
164216, 0, 0.00777464, 0.00665049
0, 47401.6, 0.0240586, -0.0315117
0, 0, 0.0517477, -0.0579161
0, 0, 0.0177626, -0.0345426
160630, 0, 0.0375582, 0.00569262
0, 0, -0.050209, 0.0880427
0, 137052, 0.0140812, -0.0398745
0, 0, 0.00996826, -0.0121221
0, 0, 0.00977166, -0.00390045
0, 0, -0.00879099, 0.00970115
22071, 0, 0.0271773, -0.029986
0, 0, 0.011038, -0.0089858
0, 0, -0.0303443, 0.00957696
0, 0, 0.0162698, 0.00434598
0, 0, 0.0316013, -0.0598095
0, 0, 0.0110082, -0.0221449
0, 0, -0.0343542, 0.082665
257627, 0, 0.0102988, 0.0161681
0, 0, -0.0259359, 0.00823499
0, 0, 0.0103626, 0.0164572
103137, 0, 0.0348678, -0.0296016
0, 0, 0.105613, -0.0625769
0, 0, -0.0219064, 0.0192327
0, 0, -0.0185022, 0.0341535
0, 18110.5, -0.0774793, 0.0662927
0, 0, 0.0114514, 0.0325414
46052.3, 0, -0.0132581, 0.0228213
149396, 0, 0.00627792, 0.0250851
0, 0, -0.0560266, 0.0791964
0, 0, 0.00407576, 0.00657195
0, 47506.5, -0.00394737, 0.000918436
0, 0, 0.0514594, -0.0867325
0, 49752.8, 0.0243032, -0.0307858
35669.3, 0, 0.00144988, -0.00173786
0, 0, 0.00758893, -0.00664152
179650, 0, -0.0350689, 0.0533801
55627.8, 0, -0.0171298, 0.0223237
128886, 0, 0.0857463, -0.0538333
0, 0, 0.00328555, -0.0204076
0, 0, 0.0399127, -0.045512
0, 0, 0.00744571, 0.0623127
0, 0, -0.00175967, -0.00128747
0, 0, -0.00827785, 0.0146629
152101, 0, -0.0504935, 0.0617905
0, 23671, -0.00611758, 0.00454886
0, 0, 0.0500717, -0.0534645
0, 0, -0.0330671, 0.0395222
0, 0, 0.0689486, -0.0375933
0, 0, 0.0345798, -0.0285786
0, 0, 0.0104718, -0.0128003
0, 0, 0.0040026, 0.0190445
0, 0, -0.0111819, 0.00725683
0, 309340, -0.0141715, -0.0102207
111213, 0, 0.0161961, -0.00962222
0, 0, -0.041004, 0.0148196
0, 0, -0.0177945, 0.049154
0, 0, -0.0186774, 0.028366
101292, 0, -0.0312355, 0.0366775
0, 0, -0.0692096, 0.0972482
0, 0, -0.00149142, 0.00288867
0, 107446, -0.00690807, -0.00235184
0, 1286.25, -0.107616, 0.0982138
0, 0, -0.0112243, -0.0061315
0, 0, -0.00495752, -0.00908873
15910.8, 0, -0.0150468, 0.0141134
84053.9, 0, -0.0100011, 0.015042
0, 0, 0.0185664, 0.00121465
0, 0, 0.0789071, -0.0273263
0, 6904.36, 0.00488631, -0.0101335
77115.6, 0, 0.0814429, -0.0493784
0, 63200.1, -0.00171343, -0.00999253
0, 0, 0.0415501, -0.0173386
0, 0, -0.0143291, -0.0181582
0, 0, -0.0360994, 0.0339054
0, 0, -0.0155337, 0.0147365
0, 46265.6, 0.000600899, -0.015491
0, 0, -0.00821918, 0.00447947
0, 0, 0.0267202, -0.0147734
207582, 0, -0.00780305, 0.0259936
0, 0, -0.0708618, 0.0429619
72836.8, 0, -0.0144666, 0.0145459
0, 0, 0.0237524, -0.0322737
13176.2, 0, -0.0241693, 0.0199026
0, 0, -0.0425566, 0.0575026
73380.9, 0, -0.010692, 0.0137569
229686, 0, 0.00667322, 0.0124345
63225.8, 0, 0.040618, -0.0409328
0, 0, -0.00376698, -0.00195336
0, 0, 0.0122892, -0.0165488
0, 0, 0.0504412, -0.00131825
0, 51478.9, -0.0145528, 0.00773172
0, 0, -0.0151166, -0.00583975
35228.6, 0, 0.00104391, 0.00126421
0, 0, 0.00617234, -0.0209055
0, 0, -0.0288698, -0.0660438
0, 0, -0.0184681, 0.0275287
0, 0, 0.000340022, 0.00401276
0, 0, 0.0355031, -0.0150031
0, 309330, 0.00351664, -0.0320753
137542, 0, 0.0688952, -0.0532144
0, 0, -0.048735, 0.0497588
0, 0, 0.00703442, -0.00148583
0, 0, -0.0177092, 0.0105275
301013, 0, -0.018531, 0.0548756
0, 0, 0.0054567, 0.0075811
0, 0, 0.031388, -0.0122755
0, 0, -0.0295678, 0.0348831
255705, 0, 0.00460929, 0.0199524
95310.8, 0, -0.0018857, 0.00824884
0, 115732, -0.0238603, 0.0159557
54378.2, 0, 0.0138371, -0.0050885
13385.3, 0, 0.0231286, -0.0115027
60894.9, 0, -0.0188333, 0.0257285
20163.8, 0, 0.0589403, -0.0626161
0, 0, 0.00528793, 0.00269808
0, 240583, -0.0480548, 0.0299848
164228, 0, 0.0512824, -0.0347381
0, 0, -0.00401755, -0.00132237
0, 0, 0.0375929, -0.059211
0, 129005, -0.0369561, 0.0188871
0, 1495.55, -0.0381273, 0.0333144
36014.1, 0, -0.00752569, 0.00934345
0, 102311, 0.00372569, -0.019816
0, 141131, -0.0253462, 0.0154719
0, 0, 0.00560509, 0.0106325
0, 14417.8, 0.018839, -0.022346
98157.4, 0, -0.028027, 0.0332112
0, 0, -0.00513801, 0.0157114
0, 0, -0.0327749, 0.0313695
286637, 0, -0.0081997, 0.0399264
0, 0, -0.0101842, -0.0156517
178049, 0, 0.00472792, 0.0245147
0, 0, -0.0105546, 0.00649404
0, 0, -0.0148028, 0.00423733
133194, 0, -0.02196, 0.0301288
0, 0, 0.0438143, -0.0128491
0, 0, 0.0289167, 0.00446437
0, 72338.7, -0.0186842, 0.00747854
0, 0, 0.0863365, -0.0453251
0, 0, -0.00312175, -0.00368226
224133, 0, -0.00427564, 0.0249696
0, 0, 0.0159973, 0.0396668
0, 62044.8, -0.0342777, 0.00886077
0, 0, -0.000824222, 0.00444492
0, 0, -0.0247967, 0.0333734
0, 0, 0.00153537, -0.00151923
0, 0, 0.0136327, -0.030728
89134.6, 0, -0.0135689, 0.0171896
0, 0, -0.0262547, 0.0260419
0, 306877, -0.0154563, -0.00174557
85059.7, 0, 0.0513082, -0.0284008
0, 0, -0.0309063, -0.0127837
0, 0, -0.00464074, 0.0587932
53526.7, 0, 0.000860017, 0.000423072
0, 0, 0.0114094, -0.000824465
61589.3, 0, 0.00122448, -0.000161801
0, 0, 0.00989806, -0.00460376
250595, 0, -0.0272811, 0.0618169
0, 16249.4, -0.00915015, 0.00784553
6865.25, 0, -0.00261539, 0.00290828
0, 0, -0.068358, 0.0247719
0, 0, 0.0683981, -0.0488664
33966.3, 0, 0.00327867, -0.00116235
0, 0, 0.0204597, -0.0223292
54655.4, 0, 0.0523305, 0.0219172
164819, 0, -0.0179638, 0.0296404
0, 51763.5, -0.0586031, 0.0356721
0, 0, 0.0447542, -0.0358261
0, 0, -0.00861131, 0.0461339
0, 0, -0.0602317, 0.000589963
0, 0, 0.0249782, -0.018056
0, 0, -0.00846067, 0.0123862
0, 0, 0.00954516, -0.0816878
0, 0, -0.00539607, 0.0432565
0, 68229.8, 0.00324503, -0.0402986
0, 3051.63, 0.0136731, -0.0201489
0, 0, 0.0139036, -0.00744614
0, 0, -0.0336964, -0.0120277
0, 0, -0.0376388, 0.037516
130643, 0, 0.00853643, 0.000690138
0, 0, 0.0334871, -0.0338255
0, 0, 0.0586929, -0.0160919
0, 0, 0.0466652, -0.0801749
258701, 0, 0.0559791, -0.00646833
0, 0, 0.0558514, -0.0565887
0, 0, 0.0231117, -0.0443687
0, 28284, -0.000510058, -0.0038584
0, 0, 0.0269566, -0.0514856
0, 234906, -0.0193241, 0.00525359
0, 0, 0.00223697, 0.00340541
0, 0, -0.00464004, 0.0162363
0, 108171, -0.0677319, 0.0270731
