5;458 (60);833 (237);711 (75);414 (81);246 (38);821 (87)
10;2,000 (191);3,669 (293);2,647 (211);3,142 (332);1,276 (141);4,977 (352)
15;5,093 (368);9,990 (663);6,415 (427);7,616 (589);3,522 (300);11,318 (731)
20;9,360 (587);15,394 (1,034);12,277 (682);12,428 (943);7,293 (500);18,990 (1,199)
25;16,184 (867);21,324 (1,502);19,744 (977);17,627 (1,335);12,558 (748);28,305 (1,822)
30;25,284 (1,174);29,839 (2,088);30,451 (1,311);22,236 (1,894);20,136 (1,030);36,424 (2,470)
