5;251 (51);621 (86);372 (46);430 (88);119 (32);890 (103)
10;849 (102);3\.726 (329);1\.343 (137);2\.811 (261);651 (97);4\.742 (352)
15;2\.606 (251);8\.608 (607);3\.453 (287);6\.936 (575);1\.982 (210);11\.052 (710)
20;5\.676 (435);15\.166 (1\.072);7\.765 (524);10\.996 (851);4\.163 (359);18\.308 (1\.143)
25;10\.142 (646);20\.698 (1\.482);13\.187 (753);17\.321 (1\.347);8\.264 (570);25\.577 (1\.668)
30;16\.698 (919);25\.610 (1\.922);20\.888 (1\.056);20\.484 (1\.722);12\.982 (778);33\.873 (2\.266)
