5;146 (30);664 (98);269 (45);443 (72);97 (27);1\,189 (289)
10;660 (117);3\,977 (337);1\,027 (116);2\,870 (276);339 (60);4\,623 (342)
15;1\,866 (207);8\,601 (603);2\,817 (260);7\,110 (568);1\,349 (165);10\,682 (705)
20;4\,618 (385);13\,571 (961);6\,154 (466);11\,855 (943);3\,447 (323);18\,056 (1\,155)
25;8\,222 (588);19\,969 (1\,416);10\,717 (688);14\,661 (1\,165);6\,324 (492);24\,125 (1\,564)
30;13\,762 (824);24\,527 (1\,869);17\,327 (943);21\,414 (1\,833);10\,214 (695);30\,884 (2\,130)
